User Query,incident,incident_L2_score,incident_predicted,incident_true,policy,policy_L2_score,policy_predicted,policy_true
Someone hacked my computer and stole the source code.,'unauthorized access to fwan softs account to steal large sums of money researching cyber bureau a large sum of money has been stolen from fwan softs account due to unauthorized access the company filed a complaint with the cyber bureau about the theft an investigation is underway to determine how the money was stolen and to identify those responsible ',1.2739669,0,0,'citizen data protection guidelines and regulations for protecting citizen data including responsibilities of entities handling citizen information and measures for data security ',1.7650552,0,0
"I received a call from an unknown number claiming to be from my bank, and after following their instructions, all my savings were transferred without my consent.",'hacker steals rs 4 million from multiple bank accounts due to delayed action by bank employees khadg prasin a kathmandu resident became a victim of an online banking scam after receiving an otp for a fraudulent rs 1 million transfer from his sanima bank account despite contacting the bank immediately to block his account the bank staff failed to act promptly by the time he arrived at the bank rs 1 million had already been transferred the hacker also accessed khadgs accounts in global ime bank sunrise bank and nic asia stealing a total of rs 4 million khadg believes his gmail and mobile accounts were compromised after clicking on a suspicious link and he accuses the bank staff of negligence for not acting quickly enough to prevent the theft ',0.7740029,1,1,'punishment for online fraud via facebook if a person commits fraud on facebook including creating fake profiles for financial gain scamming users or engaging in deceptive practices heshe shall be punished with imprisonment up to 5 years or a fine up to 500000 rupees or both ',1.3713022,0,0
"I received a call from an unknown number claiming to be from my bank, and after following their instructions, all my savings were transferred without my consent.",'scam on whatsapp using names and photos of bank and financial institution ceos a new scam has emerged on whatsapp where fraudsters are using the names and photos of prominent figures from banks and financial institutions to deceive people and extort money the scammers have misused the identities of the governor general of the central bank ceos of siddhartha bank guranas life insurance ime group and nepal clearing house limited they use these names and images to falsely ask for money affected individuals include employees of the mentioned institutions authorities are investigating the origins of the fraud and are filing complaints with the cyber bureau ',0.9448346,1,1,'punishment for unauthorized access to facebook accounts if a person gains unauthorized access to a facebook account through hacking phishing or any other means and uses or distributes the accounts information unlawfully heshe shall be punished with imprisonment up to 2 years or a fine up to 150000 rupees or both ',1.4278134,0,0
"I received a call from an unknown number claiming to be from my bank, and after following their instructions, all my savings were transferred without my consent.",'mobile ivr scam resulting in loss of millions a woman in bangalore india lost two million rupees about 32 million nepalese rupees after pressing a button in a fake ivr call from a fraudster pretending to be from the state bank of india ',0.9691149,1,1,'liability of intermediaries intermediaries such as online platforms are not liable for usergenerated content unless they fail to act upon receiving knowledge of the unlawful content ',1.476488,0,0
"I received a call from an unknown number claiming to be from my bank, and after following their instructions, all my savings were transferred without my consent.",'unauthorized access to fwan softs account to steal large sums of money researching cyber bureau a large sum of money has been stolen from fwan softs account due to unauthorized access the company filed a complaint with the cyber bureau about the theft an investigation is underway to determine how the money was stolen and to identify those responsible ',0.98468786,1,0,'compensation for victims victims of cyber crimes may seek compensation through legal proceedings and the courts may award damages based on the severity of the crime and the loss suffered ',1.50418,0,0
"I received a call from an unknown number claiming to be from my bank, and after following their instructions, all my savings were transferred without my consent.",'imtiaz ahmed online fraud case imtiaz ahmed from siraha lahan was arrested for committing online fraud and abusing various social media platforms he deceived victims by pretending to be a foreign bank manager claiming to send valuable items and demanding taxes for the goods he also used fraudulent excuses to request money extracting approximately rs 100000 from various individuals ahmed was involved in operating fraudulent accounts and atm cards and the stolen money was distributed to india ',1.0326115,1,1,'punishment for unauthorized access and data theft individuals convicted of unauthorized access to data or data theft may face imprisonment and fines as specified under the child rights act of 2075 ',1.5198455,0,0
"I received a call from an unknown number claiming to be from my bank, and after following their instructions, all my savings were transferred without my consent.",'fraud case involving otp scams in kathmandu two individuals were arrested in kathmandu for engaging in otp fraud by impersonating employees of banks and wallet companies they deceived victims into sharing their otp codes by pretending to be bank or wallet company employees the fraudulent activity involved accessing victims accounts and spending the stolen money at various locations including shops restaurants and bars they also committed additional online fraud using stolen personal documents ',1.0344199,1,1,'punishment for data breach and privacy violations on facebook if a person illegally accesses shares or uses private information obtained from facebook without consent leading to a breach of privacy heshe shall be punished with imprisonment up to 3 years or a fine up to 300000 rupees or both ',1.5628356,0,0
"I received a call from an unknown number claiming to be from my bank, and after following their instructions, all my savings were transferred without my consent.",'fraud and digital arrest scare two individuals manish kumar mehta and indrajit yadav were arrested for engaging in cyber fraud by impersonating security officers and threatening victims with digital arrest to extort money ',1.0674163,1,0,'punishment for cyber harassment on facebook if a person uses facebook to harass intimidate or threaten another individual including sending abusive messages or posting harmful content heshe shall be punished with imprisonment up to 1 year or a fine up to 100000 rupees or both ',1.5846455,0,0
"I received a call from an unknown number claiming to be from my bank, and after following their instructions, all my savings were transferred without my consent.",'fraudulent activities through social media platforms two individuals used platforms like tiktok facebook and whatsapp to commit fraud by misleading victims with fake messages such as you won a lucky draw for an iphone and demanding money for customs clearance ',1.071186,1,0,'punishment for unauthorized access if a person accesses a computer computer system or network without authorization and causes damage or disruption heshe shall be punished with imprisonment up to 3 years or a fine up to 200000 rupees or both ',1.6353405,0,0
"I received a call from an unknown number claiming to be from my bank, and after following their instructions, all my savings were transferred without my consent.",'cyber bureau warns about fake social media accounts targeting bank and wallet accounts the cyber bureau of the nepal police has issued a warning regarding the increasing cases of fraud involving fake social media profiles these profiles often using photos of foreign nationals are used by criminals to gain trust and manipulate individuals into sharing their bank and wallet account details victims have been tricked into providing sensitive information such as online banking ids passwords atm cards and otp codes under false pretenses such as love or trust the bureau emphasized the legal risks of such activities and urged citizens to be cautious ',1.1161854,0,0,'compensation for damages any person convicted under this act may be required to pay compensation for damages caused by their actions ',1.6363609,0,0
"I received a call from an unknown number claiming to be from my bank, and after following their instructions, all my savings were transferred without my consent.",'cyber bureau warns about fake social media accounts targeting bank and wallet accounts the cyber bureau of the nepal police has issued a warning regarding the increasing cases of fraud involving fake social media profiles these profiles often using photos of foreign nationals are used by criminals to gain trust and manipulate individuals into sharing their bank and wallet account details victims have been tricked into providing sensitive information such as online banking ids passwords atm cards and otp codes under false pretenses such as love or trust the bureau emphasized the legal risks of such activities and urged citizens to be cautious ',1.1161854,0,0,'citizen data protection guidelines and regulations for protecting citizen data including responsibilities of entities handling citizen information and measures for data security ',1.6433228,0,0
"My Instagram account was hacked, and the attacker is now blackmailing me by threatening to leak my private messages. Please help!",'blackmail using obscene activities pathibhara mata created a fake facebook account to solicit photos and videos from victims under the pretense of job offers blackmailing them with threats of public exposure ',1.2167777,0,0,'punishment for cyber harassment on facebook if a person uses facebook to harass intimidate or threaten another individual including sending abusive messages or posting harmful content heshe shall be punished with imprisonment up to 1 year or a fine up to 100000 rupees or both ',1.427943,0,1
"My Instagram account was hacked, and the attacker is now blackmailing me by threatening to leak my private messages. Please help!",'10 billion password leak reported a hacker group has released approximately 10 billion passwords which were found in a hacking forum under the name rockyou2024txt the passwords were reportedly stolen from various accounts including those with obama care usernames researchers warn that these leaked passwords can be used in credential stuffing attacks or brute force attacks to gain unauthorized access to various accounts ',1.3090651,0,0,'punishment for unauthorized access to facebook accounts if a person gains unauthorized access to a facebook account through hacking phishing or any other means and uses or distributes the accounts information unlawfully heshe shall be punished with imprisonment up to 2 years or a fine up to 150000 rupees or both ',1.4857621,0,0
"My Instagram account was hacked, and the attacker is now blackmailing me by threatening to leak my private messages. Please help!",'massive data breach hackers steal nearly 10 billion passwords a hacker group has reportedly stolen nearly 10 billion plaintext passwords according to a report by cyber news investigators the database titled rockyou2024txt contains 994 billion stolen passwords the passwords are suspected to have been leaked by a user with the obamacare username the database was shared with cyber news by an employee from the legal firm simmons  simmons ',1.3333807,0,0,'compensation for victims victims of cyber crimes may seek compensation through legal proceedings and the courts may award damages based on the severity of the crime and the loss suffered ',1.556217,0,0
"My Instagram account was hacked, and the attacker is now blackmailing me by threatening to leak my private messages. Please help!",'cyber bureau warns about fake social media accounts targeting bank and wallet accounts the cyber bureau of the nepal police has issued a warning regarding the increasing cases of fraud involving fake social media profiles these profiles often using photos of foreign nationals are used by criminals to gain trust and manipulate individuals into sharing their bank and wallet account details victims have been tricked into providing sensitive information such as online banking ids passwords atm cards and otp codes under false pretenses such as love or trust the bureau emphasized the legal risks of such activities and urged citizens to be cautious ',1.3570999,0,0,'punishment for data breach and privacy violations on facebook if a person illegally accesses shares or uses private information obtained from facebook without consent leading to a breach of privacy heshe shall be punished with imprisonment up to 3 years or a fine up to 300000 rupees or both ',1.5953958,0,0
"My Instagram account was hacked, and the attacker is now blackmailing me by threatening to leak my private messages. Please help!",'cyber bureau warns about fake social media accounts targeting bank and wallet accounts the cyber bureau of the nepal police has issued a warning regarding the increasing cases of fraud involving fake social media profiles these profiles often using photos of foreign nationals are used by criminals to gain trust and manipulate individuals into sharing their bank and wallet account details victims have been tricked into providing sensitive information such as online banking ids passwords atm cards and otp codes under false pretenses such as love or trust the bureau emphasized the legal risks of such activities and urged citizens to be cautious ',1.3570999,0,0,'punishment for spreading misinformation or fake news on facebook if a person spreads false information or fake news on facebook with the intent to deceive or cause harm leading to public disturbance or other adverse effects heshe shall be punished with imprisonment up to 2 years or a fine up to 200000 rupees or both ',1.6167343,0,0
"My Instagram account was hacked, and the attacker is now blackmailing me by threatening to leak my private messages. Please help!",'scam on whatsapp using names and photos of bank and financial institution ceos a new scam has emerged on whatsapp where fraudsters are using the names and photos of prominent figures from banks and financial institutions to deceive people and extort money the scammers have misused the identities of the governor general of the central bank ceos of siddhartha bank guranas life insurance ime group and nepal clearing house limited they use these names and images to falsely ask for money affected individuals include employees of the mentioned institutions authorities are investigating the origins of the fraud and are filing complaints with the cyber bureau ',1.3587285,0,0,'punishment for online fraud via facebook if a person commits fraud on facebook including creating fake profiles for financial gain scamming users or engaging in deceptive practices heshe shall be punished with imprisonment up to 5 years or a fine up to 500000 rupees or both ',1.6295276,0,0
"My Instagram account was hacked, and the attacker is now blackmailing me by threatening to leak my private messages. Please help!",'i need a boyfriend message if anyone likes  who is doing this comment a recent trend on facebook shows a large number of comments from accounts with the same message i need a boyfriend message me if someone likes it these comments are part of a scheme to redirect users to suspicious links often leading to online betting sites or malware ',1.3704135,0,0,'punishment for uploading and sharing pornographic content on social media if a person uploads shares or posts pornographic content on social media platforms without consent or in violation of the platforms terms heshe shall be punished with imprisonment up to 5 years or a fine up to 750000 nepalese rupees or both ',1.6375916,0,0
"My Instagram account was hacked, and the attacker is now blackmailing me by threatening to leak my private messages. Please help!",'arrest of a person for defaming a woman on social media a suspect defamed a woman by leaking her personal details videos and messages on the tinder social media platform without her consent ',1.3713319,0,0,'punishment for publishing offensive material if a person publishes or displays material against morals etiquette hatred or malice on a computer internet and other electronic media the culprit can be punished with a fine of 1 lakh rupees or imprisonment for up to 5 years or both ',1.6662204,0,0
"My Instagram account was hacked, and the attacker is now blackmailing me by threatening to leak my private messages. Please help!",'dangerous fake site in the name of online news this is how the facebook user is trapped a rise in phishing activities targeting nepali internet users has been observed with fake online news sites being promoted through facebook ads these sites disguised as legitimate news websites are used to spread stiller malware designed to steal private and confidential data one such incident involved the hacking of a facebook page with over 4 million followers the page manoj threat was misused to post a phishing link under the guise of online news clicking on the link redirects users to a fake website which steals sensitive data such as social network credentials mobile banking details and digital wallet information ',1.3761692,0,0,'liability of intermediaries intermediaries such as online platforms are not liable for usergenerated content unless they fail to act upon receiving knowledge of the unlawful content ',1.6832266,0,0
"My Instagram account was hacked, and the attacker is now blackmailing me by threatening to leak my private messages. Please help!",'hacker steals rs 4 million from multiple bank accounts due to delayed action by bank employees khadg prasin a kathmandu resident became a victim of an online banking scam after receiving an otp for a fraudulent rs 1 million transfer from his sanima bank account despite contacting the bank immediately to block his account the bank staff failed to act promptly by the time he arrived at the bank rs 1 million had already been transferred the hacker also accessed khadgs accounts in global ime bank sunrise bank and nic asia stealing a total of rs 4 million khadg believes his gmail and mobile accounts were compromised after clicking on a suspicious link and he accuses the bank staff of negligence for not acting quickly enough to prevent the theft ',1.3777266,0,0,'punishment for unauthorized access and data theft individuals convicted of unauthorized access to data or data theft may face imprisonment and fines as specified under the child rights act of 2075 ',1.6997951,0,0
Someone created a fake profile using my pictures and is scamming people online. How can I take legal action against them?,'defaming womens character via social media an individual used social media to tarnish a womans reputation by creating fake profiles and posting defamatory content the cyber bureau received a complaint and identified the suspect legal action has been initiated under the electronic transaction act 2063 bs further investigation is being carried out with the approval of the respective district court ',0.9787673,1,1,'punishment for online fraud via facebook if a person commits fraud on facebook including creating fake profiles for financial gain scamming users or engaging in deceptive practices heshe shall be punished with imprisonment up to 5 years or a fine up to 500000 rupees or both ',1.1137402,1,1
Someone created a fake profile using my pictures and is scamming people online. How can I take legal action against them?,'arrest of the accused for character assassination of a woman through fake social media profiles the accused created fake profiles on social media platforms like facebook and whatsapp to spread defamatory content causing distress to the victim legal action has been taken against the accused following a complaint from the victim ',1.017986,1,1,'compensation for victims victims of cyber crimes may seek compensation through legal proceedings and the courts may award damages based on the severity of the crime and the loss suffered ',1.3510864,0,0
Someone created a fake profile using my pictures and is scamming people online. How can I take legal action against them?,'blackmail using obscene activities pathibhara mata created a fake facebook account to solicit photos and videos from victims under the pretense of job offers blackmailing them with threats of public exposure ',1.0386873,1,1,'punishment for cyber harassment on facebook if a person uses facebook to harass intimidate or threaten another individual including sending abusive messages or posting harmful content heshe shall be punished with imprisonment up to 1 year or a fine up to 100000 rupees or both ',1.3775777,0,0
Someone created a fake profile using my pictures and is scamming people online. How can I take legal action against them?,'cyber bureau warns about fake social media accounts targeting bank and wallet accounts the cyber bureau of the nepal police has issued a warning regarding the increasing cases of fraud involving fake social media profiles these profiles often using photos of foreign nationals are used by criminals to gain trust and manipulate individuals into sharing their bank and wallet account details victims have been tricked into providing sensitive information such as online banking ids passwords atm cards and otp codes under false pretenses such as love or trust the bureau emphasized the legal risks of such activities and urged citizens to be cautious ',1.0507215,1,1,'punishment for spreading misinformation or fake news on facebook if a person spreads false information or fake news on facebook with the intent to deceive or cause harm leading to public disturbance or other adverse effects heshe shall be punished with imprisonment up to 2 years or a fine up to 200000 rupees or both ',1.4119351,0,0
Someone created a fake profile using my pictures and is scamming people online. How can I take legal action against them?,'cyber bureau warns about fake social media accounts targeting bank and wallet accounts the cyber bureau of the nepal police has issued a warning regarding the increasing cases of fraud involving fake social media profiles these profiles often using photos of foreign nationals are used by criminals to gain trust and manipulate individuals into sharing their bank and wallet account details victims have been tricked into providing sensitive information such as online banking ids passwords atm cards and otp codes under false pretenses such as love or trust the bureau emphasized the legal risks of such activities and urged citizens to be cautious ',1.0507215,1,1,'punishment for unauthorized access to facebook accounts if a person gains unauthorized access to a facebook account through hacking phishing or any other means and uses or distributes the accounts information unlawfully heshe shall be punished with imprisonment up to 2 years or a fine up to 150000 rupees or both ',1.4401019,0,0
Someone created a fake profile using my pictures and is scamming people online. How can I take legal action against them?,'arrest for character assassination and harassment of minors using social media photos an individual was arrested for downloading photos of minors from social media platforms like facebook and using them for character assassination and harassment the individual created fake accounts and sent inappropriate messages the cyber bureau conducted the investigation and arrested the individual ',1.0525963,1,1,'liability of intermediaries intermediaries such as online platforms are not liable for usergenerated content unless they fail to act upon receiving knowledge of the unlawful content ',1.4450673,0,0
Someone created a fake profile using my pictures and is scamming people online. How can I take legal action against them?,'fraudulent activities through social media platforms two individuals used platforms like tiktok facebook and whatsapp to commit fraud by misleading victims with fake messages such as you won a lucky draw for an iphone and demanding money for customs clearance ',1.057672,1,1,'punishment for uploading and sharing pornographic content on social media if a person uploads shares or posts pornographic content on social media platforms without consent or in violation of the platforms terms heshe shall be punished with imprisonment up to 5 years or a fine up to 750000 nepalese rupees or both ',1.540865,0,0
Someone created a fake profile using my pictures and is scamming people online. How can I take legal action against them?,'misuse of celebrity female artists names for sending obscene messages making inappropriate comments and misusing photos by creating fake accounts a person was found misusing the name of a celebrity female artist by creating a fake facebook account under the name marriage full videos the account was used to post edited photos and troll videos with inappropriate and socially unacceptable statuses ',1.0924625,1,1,'punishment for data breach and privacy violations on facebook if a person illegally accesses shares or uses private information obtained from facebook without consent leading to a breach of privacy heshe shall be punished with imprisonment up to 3 years or a fine up to 300000 rupees or both ',1.5752982,0,0
Someone created a fake profile using my pictures and is scamming people online. How can I take legal action against them?,'fake social media account using singer sunita dulals name for fraud a fake social media account using the name of the famous folklore singer sunita dulal has been found soliciting money the singer has warned her fans on facebook to be cautious and report the fake account ',1.110306,0,1,'punishment for publishing offensive material if a person publishes or displays material against morals etiquette hatred or malice on a computer internet and other electronic media the culprit can be punished with a fine of 1 lakh rupees or imprisonment for up to 5 years or both ',1.6024678,0,0
Someone created a fake profile using my pictures and is scamming people online. How can I take legal action against them?,'fake social media account using singer sunita dulals name for fraud a fake social media account using the name of the famous folklore singer sunita dulal has been found soliciting money the singer has warned her fans on facebook to be cautious and report the fake account ',1.110306,0,1,'citizen data protection guidelines and regulations for protecting citizen data including responsibilities of entities handling citizen information and measures for data security ',1.60824,0,0
"I received a message saying I won a lottery, and I was asked to pay a small fee for processing. After paying, I realized it was a scam. Can I recover my money?",'fraudulent activities through social media platforms two individuals used platforms like tiktok facebook and whatsapp to commit fraud by misleading victims with fake messages such as you won a lucky draw for an iphone and demanding money for customs clearance ',1.1644988,0,1,'compensation for victims victims of cyber crimes may seek compensation through legal proceedings and the courts may award damages based on the severity of the crime and the loss suffered ',1.3946474,0,1
"I received a message saying I won a lottery, and I was asked to pay a small fee for processing. After paying, I realized it was a scam. Can I recover my money?",'nepali man loses rs 1 million to online scam after being lured by fake job offer a nepali man who traveled to saudi arabia to work and support his family fell victim to an online scam when he was approached by a woman claiming to work for amazon after engaging in conversation and receiving an enticing offer to earn large sums of money from a parttime job the victim amati ended up sending rs 1 million to the scammers the woman initially reaching out through whatsapp convinced amati to participate in the scam promising significant earnings this case highlights the growing trend of online fraud targeting individuals seeking opportunities abroad ',1.1823359,0,0,'punishment for online fraud via facebook if a person commits fraud on facebook including creating fake profiles for financial gain scamming users or engaging in deceptive practices heshe shall be punished with imprisonment up to 5 years or a fine up to 500000 rupees or both ',1.4790082,0,0
"I received a message saying I won a lottery, and I was asked to pay a small fee for processing. After paying, I realized it was a scam. Can I recover my money?",'online fraud offering money for pregnant women deceives victims mangesh kumar a man from bihar became a victim of a strange online scam the fraudsters claimed that money could be earned by making women pregnant and promised large sums of money in exchange for this task the scammers used convincing tactics such as fake government documents and fake court papers to lure victims into paying fees for services like hotel bookings and pregnancy verification mangesh lost his entire monthly salary of rs 1000000 and was pushed to make further payments under threats of legal action other victims of this widespread fraud have come forward but many are too ashamed to file complaints the fraudsters have been active for over a year targeting vulnerable individuals ',1.1892936,0,0,'compensation for damages any person convicted under this act may be required to pay compensation for damages caused by their actions ',1.649313,0,0
"I received a message saying I won a lottery, and I was asked to pay a small fee for processing. After paying, I realized it was a scam. Can I recover my money?",'fraud case against woman in kathmandu a woman was arrested in kathmandu on charges of fraud for misleading people with false promises of investment returns the accused allegedly raised funds online through a fraudulent scheme claiming significant profits per purchase the platform involved deceived approximately 12000 people ',1.2288384,0,0,'punishment for unauthorized access to facebook accounts if a person gains unauthorized access to a facebook account through hacking phishing or any other means and uses or distributes the accounts information unlawfully heshe shall be punished with imprisonment up to 2 years or a fine up to 150000 rupees or both ',1.6616876,0,0
"I received a message saying I won a lottery, and I was asked to pay a small fee for processing. After paying, I realized it was a scam. Can I recover my money?",'mobile ivr scam resulting in loss of millions a woman in bangalore india lost two million rupees about 32 million nepalese rupees after pressing a button in a fake ivr call from a fraudster pretending to be from the state bank of india ',1.234953,0,0,'punishment for unauthorized access and data theft individuals convicted of unauthorized access to data or data theft may face imprisonment and fines as specified under the child rights act of 2075 ',1.7488102,0,0
"I received a message saying I won a lottery, and I was asked to pay a small fee for processing. After paying, I realized it was a scam. Can I recover my money?",'divorce with billionaire husband to marry fake celebrity found on instagram lost 110 million a french woman fell victim to an online scam by a fake celebrity on instagram who impersonated hollywood actor brad pitt using aigenerated voice and images the woman divorced her billionaire husband and lost 110 million rupees after being deceived by the fraudsters ',1.2492466,0,0,'liability of intermediaries intermediaries such as online platforms are not liable for usergenerated content unless they fail to act upon receiving knowledge of the unlawful content ',1.7498376,0,0
"I received a message saying I won a lottery, and I was asked to pay a small fee for processing. After paying, I realized it was a scam. Can I recover my money?",'hacker steals rs 4 million from multiple bank accounts due to delayed action by bank employees khadg prasin a kathmandu resident became a victim of an online banking scam after receiving an otp for a fraudulent rs 1 million transfer from his sanima bank account despite contacting the bank immediately to block his account the bank staff failed to act promptly by the time he arrived at the bank rs 1 million had already been transferred the hacker also accessed khadgs accounts in global ime bank sunrise bank and nic asia stealing a total of rs 4 million khadg believes his gmail and mobile accounts were compromised after clicking on a suspicious link and he accuses the bank staff of negligence for not acting quickly enough to prevent the theft ',1.2555906,0,0,'punishment for spreading misinformation or fake news on facebook if a person spreads false information or fake news on facebook with the intent to deceive or cause harm leading to public disturbance or other adverse effects heshe shall be punished with imprisonment up to 2 years or a fine up to 200000 rupees or both ',1.7559054,0,0
"I received a message saying I won a lottery, and I was asked to pay a small fee for processing. After paying, I realized it was a scam. Can I recover my money?",'scam on whatsapp using names and photos of bank and financial institution ceos a new scam has emerged on whatsapp where fraudsters are using the names and photos of prominent figures from banks and financial institutions to deceive people and extort money the scammers have misused the identities of the governor general of the central bank ceos of siddhartha bank guranas life insurance ime group and nepal clearing house limited they use these names and images to falsely ask for money affected individuals include employees of the mentioned institutions authorities are investigating the origins of the fraud and are filing complaints with the cyber bureau ',1.2903172,0,0,'punishment for cyber harassment on facebook if a person uses facebook to harass intimidate or threaten another individual including sending abusive messages or posting harmful content heshe shall be punished with imprisonment up to 1 year or a fine up to 100000 rupees or both ',1.77941,0,0
"I received a message saying I won a lottery, and I was asked to pay a small fee for processing. After paying, I realized it was a scam. Can I recover my money?",'misusing the name of nepali it company for online scamming and fraud scammers have misused the name of sd tech a nepali it company to defraud people of millions online the fraudsters used whatsapp messages to promise people a daily income of up to 2000 npr luring them to invest money in a fake scheme ',1.3408507,0,0,'punishment for data breach and privacy violations on facebook if a person illegally accesses shares or uses private information obtained from facebook without consent leading to a breach of privacy heshe shall be punished with imprisonment up to 3 years or a fine up to 300000 rupees or both ',1.8183868,0,0
"I received a message saying I won a lottery, and I was asked to pay a small fee for processing. After paying, I realized it was a scam. Can I recover my money?",'suicide of young man after losing 1 million in online fraud yogesh thaguna a young man from vadat municipality kanchanpur district committed suicide after falling victim to an online fraud the fraud promised high returns on investment leading yogesh to invest over 1 million rupees he was later found hanging in his room his family reported the incident to the police and the investigation revealed that he chose to take his life due to the financial loss caused by the fraud ',1.3591428,0,0,'punishment for pirating destroying or altering computer source data if a person knowingly or with malafide intention pirates destroys or alters computer source code used for any computer computer program computer system or computer network or causes others to do so heshe shall be punished with imprisonment not exceeding three years or a fine not exceeding two hundred thousand rupees or both ',1.8784331,0,0
"My online business website was hacked, and all my customer data was compromised.",'lakshmi capital market hack liked on the dark web customer data a hacker group named killsek has leaked sensitive data from lakshmi capital a financial institution in nepal the data was made public on the dark web after the group demanded a ransom of 10000 euros approximately 1 million npr the leaked data includes the source code database ssl certificate and sensitive customer information such as citizenship numbers the data which was kept in a zip file was uploaded to the dark web after the ransom was not paid ',0.99524724,1,1,'compensation for victims victims of cyber crimes may seek compensation through legal proceedings and the courts may award damages based on the severity of the crime and the loss suffered ',1.0964789,1,1
"My online business website was hacked, and all my customer data was compromised.",'massive data breach hackers steal nearly 10 billion passwords a hacker group has reportedly stolen nearly 10 billion plaintext passwords according to a report by cyber news investigators the database titled rockyou2024txt contains 994 billion stolen passwords the passwords are suspected to have been leaked by a user with the obamacare username the database was shared with cyber news by an employee from the legal firm simmons  simmons ',1.0270972,1,1,'citizen data protection guidelines and regulations for protecting citizen data including responsibilities of entities handling citizen information and measures for data security ',1.3309234,0,0
"My online business website was hacked, and all my customer data was compromised.",'the website hack of the madhes pradesh lok service commission is being promoted to crypto the website of the madhes pradesh lok service commission has been hacked and redirected to cryptocurrency promotional pages upon visiting the site users are redirected to cryptocurrency advertisements and other spam sites cyber security expert victory limbu confirmed that the website was hacked and cautioned that this puts user data at risk hacked government websites often result in the exposure of sensitive user data which could be misused for criminal activities the authorities have initiated an investigation into the hack and limbu advised against visiting the compromised website ',1.1113875,0,1,'punishment for unauthorized access and data theft individuals convicted of unauthorized access to data or data theft may face imprisonment and fines as specified under the child rights act of 2075 ',1.3985057,0,0
"My online business website was hacked, and all my customer data was compromised.",'hacker steals rs 4 million from multiple bank accounts due to delayed action by bank employees khadg prasin a kathmandu resident became a victim of an online banking scam after receiving an otp for a fraudulent rs 1 million transfer from his sanima bank account despite contacting the bank immediately to block his account the bank staff failed to act promptly by the time he arrived at the bank rs 1 million had already been transferred the hacker also accessed khadgs accounts in global ime bank sunrise bank and nic asia stealing a total of rs 4 million khadg believes his gmail and mobile accounts were compromised after clicking on a suspicious link and he accuses the bank staff of negligence for not acting quickly enough to prevent the theft ',1.112145,0,0,'liability of intermediaries intermediaries such as online platforms are not liable for usergenerated content unless they fail to act upon receiving knowledge of the unlawful content ',1.4129826,0,0
"My online business website was hacked, and all my customer data was compromised.",'vianet data breach case an anonymous hacker breached and leaked the personal details of approximately 176000 vianet customers including names locations email addresses and phone numbers the hacker exploited an idor vulnerability in vianets systems ',1.1454451,0,1,'punishment for cyber terrorism any person who commits cyber terrorism or causes harm to national security or public order through electronic means shall be punished with imprisonment up to 5 years or a fine up to 500000 rupees or both ',1.4914231,0,0
"My online business website was hacked, and all my customer data was compromised.",'big cyber attack of six years on the nepal governments website the website of the government of nepal hosted at the national information technology center was targeted by a largescale cyber attack on saturday resulting in a significant downtime although the websites were reactivated three hours after the attack they continued to face issues with full functionality the cyber attack which lasted for several hours was the most significant attack in six years it caused multiple government websites to remain inaccessible to users the attack was reportedly ongoing with efforts to restore full operation continuing this cyber attack is part of a pattern of attacks targeting government sites with the national information technology center working on alternative measures to prevent future occurrences ',1.1526854,0,0,'punishment for pirating destroying or altering computer source data if a person knowingly or with malafide intention pirates destroys or alters computer source code used for any computer computer program computer system or computer network or causes others to do so heshe shall be punished with imprisonment not exceeding three years or a fine not exceeding two hundred thousand rupees or both ',1.5450424,0,0
"My online business website was hacked, and all my customer data was compromised.",'municipality website hacked by indonesian hacker website under control the website of makwanpur municipality was hacked by an indonesian hacker the hacker uploaded an unauthorized html file named c0phtml on the subdomain httpskhanepanithahamungovnpc0phtml the website has been compromised and is now under the control of the hacker the incident was reported by cybersecurity researcher rishwas neupane who published an article about the hacking event ',1.1533847,0,1,'punishment for unauthorized access to facebook accounts if a person gains unauthorized access to a facebook account through hacking phishing or any other means and uses or distributes the accounts information unlawfully heshe shall be punished with imprisonment up to 2 years or a fine up to 150000 rupees or both ',1.5459205,0,0
"My online business website was hacked, and all my customer data was compromised.",'unauthorized access to fwan softs account to steal large sums of money researching cyber bureau a large sum of money has been stolen from fwan softs account due to unauthorized access the company filed a complaint with the cyber bureau about the theft an investigation is underway to determine how the money was stolen and to identify those responsible ',1.2042191,0,0,'punishment for online fraud via facebook if a person commits fraud on facebook including creating fake profiles for financial gain scamming users or engaging in deceptive practices heshe shall be punished with imprisonment up to 5 years or a fine up to 500000 rupees or both ',1.5666893,0,0
"My online business website was hacked, and all my customer data was compromised.",'promoting restricted online gambling by hacking the national book food teacher website the national book food teacher website has been hacked by an indonesian hacker group called feeds explorer unauthorized access was gained to the statistics of community school teachers and the website was used to promote restricted online gambling the website is now down displaying a message that it has been breached ',1.2052803,0,0,'punishment for data breach and privacy violations on facebook if a person illegally accesses shares or uses private information obtained from facebook without consent leading to a breach of privacy heshe shall be punished with imprisonment up to 3 years or a fine up to 300000 rupees or both ',1.5747449,0,0
